"Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS"
"334","Trey Lyles","PF","26","DET","46","3","19.5","3.3","7.5",".446","0.9","2.9",".296","2.5","4.5",".543",".504","2.8","3.5",".784","1.2","3.6","4.8","1.2","0.5","0.5","1.0","1.8","10.3"
"335","Théo Maledon","PG","20","OKC","22","0","13.5","1.0","3.7",".284","0.4","2.0",".178","0.7","1.6",".417",".333","1.2","1.5",".844","0.4","1.4","1.8","1.1","0.5","0.1","0.8","1.0","3.7"
"336","Sandro Mamukelashvili","PF","22","MIL","27","2","10.4","1.2","2.9",".429","0.5","1.4",".378","0.7","1.5",".475",".519","0.3","0.4",".750","1.0","1.0","1.9","0.5","0.3","0.2","0.3","0.7","3.3"
"337","Terance Mann","SF","25","LAC","51","19","29.0","3.9","8.2",".476","1.0","2.8",".366","2.9","5.4",".533",".538","1.4","1.8",".758","1.4","3.7","5.1","2.2","0.6","0.1","1.0","2.3","10.2"
"338","Tre Mann","PG","20","OKC","35","3","17.4","2.7","6.9",".392","1.1","3.0",".365","1.6","3.9",".412",".471","0.6","0.9",".667","0.3","1.8","2.1","0.8","0.6","0.2","0.7","1.7","7.0"
"339","Boban Marjanović","C","33","DAL","16","0","5.9","2.2","3.5",".625","0.1","0.2",".333","2.1","3.3",".642",".634","0.5","1.0",".500","0.4","1.4","1.9","0.1","0.0","0.1","0.7","1.2","4.9"
"340","Lauri Markkanen","PF","24","CLE","38","38","30.2","4.9","11.3",".436","2.0","5.9",".342","2.9","5.4",".539",".526","1.7","1.9",".863","1.1","4.2","5.3","1.5","0.8","0.6","0.8","1.8","13.6"
"341","Naji Marshall","SF","24","NOP","26","0","10.2","1.1","3.2",".333","0.2","1.3",".118","0.9","1.9",".480",".357","1.2","1.3",".857","0.5","1.8","2.3","0.8","0.4","0.1","0.8","1.0","3.5"
"342","Caleb Martin","SF","26","MIA","40","9","23.1","3.6","7.1",".505","1.0","2.7",".374","2.6","4.4",".585",".576","1.2","1.6",".734","1.3","2.7","4.0","1.0","1.0","0.5","0.8","1.7","9.3"
"343","Cody Martin","SF","26","CHO","46","11","27.5","3.0","6.5",".460","1.0","2.4",".427","2.0","4.1",".479",".539","1.1","1.7",".667","1.3","3.0","4.3","2.6","1.3","0.5","0.8","1.8","8.1"
"344","Kelan Martin","SF","26","IND","27","1","16.4","2.6","6.2",".417","0.8","2.7",".297","1.8","3.5",".511",".482","0.3","0.5",".692","0.6","1.4","2.0","0.8","0.5","0.3","0.5","1.3","6.3"
"345","Kenyon Martin Jr.","SF","21","HOU","46","0","19.4","3.4","6.3",".531","0.6","1.8",".310","2.8","4.5",".620",".575","1.0","1.6",".644","1.0","2.8","3.8","1.4","0.5","0.5","0.7","1.3","8.3"
"346","Garrison Mathews","SG","25","HOU","32","17","27.8","3.3","7.9",".415","2.5","6.6",".379","0.8","1.3",".595",".573","2.5","3.1",".827","0.5","3.0","3.4","0.9","0.7","0.3","0.7","2.9","11.6"
"347","Dakota Mathias","SG","26","MEM","6","0","2.7","0.3","1.0",".333","0.3","1.0",".333","0.0","0.0","",".500","0.0","0.0","","0.0","0.3","0.3","0.2","0.2","0.0","0.0","0.2","1.0"
"348","Wesley Matthews","SG","35","MIL","23","6","20.2","2.2","4.9",".442","1.3","3.5",".375","0.9","1.4",".606",".575","0.3","0.4",".600","0.6","1.5","2.1","0.7","0.5","0.2","0.4","2.0","5.9"
"349","Tyrese Maxey","PG","21","PHI","42","41","35.5","6.2","13.3",".463","1.4","3.5",".405","4.7","9.8",".484",".517","2.6","3.1",".860","0.4","3.1","3.5","4.7","0.6","0.5","1.2","2.1","16.4"
"350","Skylar Mays","SG","24","ATL","20","5","9.6","1.6","3.0",".517","0.4","1.3",".320","1.2","1.8",".657",".583","0.4","0.5",".889","0.3","1.0","1.3","0.8","0.4","0.0","0.4","0.4","3.9"
"351","Miles McBride","PG","21","NYK","19","2","7.8","0.8","2.9",".268","0.3","1.6",".167","0.5","1.4",".385",".313","0.2","0.2",".750","0.1","0.7","0.8","1.2","0.4","0.1","0.2","0.8","2.0"
"352","Mac McClung","PG","23","CHI","1","0","3.0","1.0","1.0","1.000","0.0","0.0","","1.0","1.0","1.000","1.000","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","2.0"
"353","CJ McCollum","SG","30","POR","32","32","35.3","8.1","18.4",".440","3.3","8.1",".402","4.8","10.3",".470",".528","1.4","2.0",".703","0.9","3.3","4.2","4.4","1.0","0.7","2.0","2.3","20.8"
"354","T.J. McConnell","PG","29","IND","24","6","24.2","3.8","7.5",".503","0.3","1.0",".280","3.5","6.5",".538",".522","0.5","0.6",".800","0.8","2.5","3.3","4.8","1.0","0.4","1.2","1.8","8.4"
"355","Jaden McDaniels","PF","21","MIN","47","21","25.9","3.4","7.7",".436","1.0","3.4",".290","2.4","4.3",".555",".501","0.7","0.9",".775","1.3","3.0","4.3","1.1","0.8","0.6","1.1","3.3","8.4"
"356","Jalen McDaniels","SF","24","CHO","39","2","17.6","2.5","5.1",".492","0.8","2.2",".372","1.7","2.8",".586",".574","0.8","1.2",".674","0.7","2.7","3.5","1.1","0.5","0.4","0.8","1.8","6.6"
"357","Doug McDermott","PF","30","SAS","36","36","24.6","4.4","9.6",".461","2.2","5.3",".419","2.2","4.3",".513",".577","0.5","0.8",".704","0.4","2.1","2.5","1.3","0.3","0.1","0.8","1.5","11.6"
"358","JaVale McGee","C","34","PHO","43","14","16.2","4.2","6.4",".652","0.0","0.1",".250","4.2","6.3",".658",".654","1.5","2.2",".677","2.3","4.7","7.1","0.7","0.3","0.9","1.4","2.6","9.9"
"359","Cameron McGriff","SF","24","POR","3","0","15.3","1.7","4.7",".357","0.7","2.0",".333","1.0","2.7",".375",".429","0.7","0.7","1.000","2.0","3.0","5.0","1.0","0.0","0.3","0.0","2.3","4.7"
"360","Rodney McGruder","SG","30","DET","24","0","13.5","1.7","3.7",".461","0.9","2.2",".404","0.8","1.5",".541",".579","0.4","0.6",".714","0.7","1.6","2.3","0.8","0.4","0.1","0.5","1.0","4.7"
"361","Alfonzo McKinnie","SF","29","CHI","15","3","13.4","1.6","4.0",".400","0.6","1.7",".346","1.0","2.3",".441",".475","0.1","0.4",".167","0.9","1.2","2.1","0.3","0.1","0.2","0.5","1.7","3.9"
"362","JaQuori McLaughlin","PG","24","DAL","4","0","2.8","0.0","0.5",".000","0.0","0.3",".000","0.0","0.3",".000",".000","0.0","0.0","","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.3","0.0"
"363","Jordan McLaughlin","PG","25","MIN","32","3","11.3","0.9","2.7",".337","0.2","1.0",".188","0.7","1.7",".426",".372","0.5","0.7",".696","0.2","0.8","1.0","2.2","0.7","0.0","0.6","0.6","2.5"
"364","Ben McLemore","SG","28","POR","33","4","17.6","3.1","7.2",".423","2.4","5.8",".415","0.6","1.4",".457",".590","0.6","0.7",".792","0.2","1.2","1.4","0.8","0.4","0.1","0.7","1.5","9.1"
"365","De'Anthony Melton","SG","23","MEM","43","13","23.1","3.6","9.4",".382","1.5","4.7",".324","2.0","4.6",".442",".464","1.1","1.6",".696","1.0","3.5","4.5","2.7","1.7","0.6","1.5","1.8","9.8"
"366","Sam Merrill","SG","25","MEM","6","0","9.7","1.3","4.0",".333","1.2","3.8",".304","0.2","0.2","1.000",".479","0.3","0.7",".500","0.2","1.0","1.2","0.7","0.0","0.0","0.3","0.5","4.2"
"367","Chimezie Metu","C","24","SAC","33","19","22.1","3.4","8.1",".419","1.0","3.6",".277","2.4","4.5",".534",".481","1.0","1.3",".744","0.6","5.3","5.9","1.1","0.9","0.6","0.9","1.5","8.8"
"368","Khris Middleton","SF","30","MIL","40","40","31.9","6.7","15.1",".444","2.4","6.2",".385","4.3","8.9",".485",".522","4.1","4.6",".886","0.6","5.0","5.7","5.3","1.2","0.3","3.2","2.4","19.8"
"369","C.J. Miles","SG","34","BOS","1","0","2.0","0.0","0.0","","0.0","0.0","","0.0","0.0","","","0.0","0.0","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"370","Patty Mills","PG","33","BRK","48","31","31.1","4.9","11.2",".439","3.3","7.7",".427","1.6","3.5",".467",".587","0.8","0.9",".884","0.2","1.9","2.2","2.6","0.7","0.3","1.0","1.4","13.9"
"371","Paul Millsap","PF","36","BRK","24","0","11.3","1.3","3.5",".376","0.3","1.1",".222","1.1","2.4",".448",".412","0.5","0.7",".706","1.2","2.5","3.7","1.0","0.2","0.5","0.5","2.0","3.4"
"372","Shake Milton","PG","25","PHI","27","6","24.7","4.0","9.4",".429","0.9","2.9",".316","3.1","6.5",".480",".478","1.5","1.8",".854","0.5","2.5","3.0","2.8","0.7","0.4","1.1","2.1","10.5"
"373","Davion Mitchell","PG","23","SAC","45","3","25.0","3.9","9.8",".393","1.2","3.9",".311","2.6","5.9",".447",".455","0.5","0.8",".579","0.5","1.7","2.3","3.3","0.7","0.3","1.0","1.9","9.4"
"374","Donovan Mitchell","SG","25","UTA","40","40","33.5","9.3","20.7",".450","3.2","9.5",".339","6.1","11.2",".545",".528","3.7","4.2",".876","0.8","3.1","4.0","5.2","1.6","0.2","3.0","2.5","25.5"
"375","Evan Mobley","PF","20","CLE","42","42","34.5","6.2","12.1",".510","0.4","1.4",".300","5.7","10.7",".538",".528","2.3","3.5",".662","1.8","6.3","8.2","2.6","0.7","1.7","1.9","2.0","15.1"
"376","Malik Monk","SG","23","LAL","45","13","26.5","4.6","9.6",".478","2.3","5.5",".413","2.3","4.1",".565",".596","1.1","1.3",".831","0.4","2.8","3.2","2.4","0.8","0.4","1.3","1.6","12.6"
"377","Greg Monroe","C","31","TOT","5","0","16.2","2.6","4.4",".591","0.0","0.0","","2.6","4.4",".591",".591","0.4","1.0",".400","2.4","3.8","6.2","2.4","0.6","1.0","1.2","1.8","5.6"
"377","Greg Monroe","C","31","MIN","3","0","21.0","3.0","4.7",".643","0.0","0.0","","3.0","4.7",".643",".643","0.7","1.7",".400","1.7","5.3","7.0","3.7","0.7","1.3","1.3","2.3","6.7"
"377","Greg Monroe","C","31","WAS","2","0","9.0","2.0","4.0",".500","0.0","0.0","","2.0","4.0",".500",".500","0.0","0.0","","3.5","1.5","5.0","0.5","0.5","0.5","1.0","1.0","4.0"
"378","Moses Moody","SG","19","GSW","27","1","7.0","0.8","2.3",".339","0.2","1.3",".147","0.6","1.0",".571",".379","0.4","0.6",".800","0.1","0.9","1.1","0.3","0.1","0.1","0.1","0.5","2.2"
